Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Speed of maximum wind gust (km/h),9am Temperature (°C),9am relative humidity (%),9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm wind speed (km/h),3pm MSL pressure (hPa),Demand (MW),Minimum temperature (°C)_MA_24,Maximum temperature (°C)_MA_24,Rainfall (mm)_MA_24,Speed of maximum wind gust (km/h)_MA_24,9am Temperature (°C)_MA_24,9am relative humidity (%)_MA_24,9am wind speed (km/h)_MA_24,9am MSL pressure (hPa)_MA_24,3pm Temperature (°C)_MA_24,3pm relative humidity (%)_MA_24,3pm wind speed (km/h)_MA_24,3pm MSL pressure (hPa)_MA_24,Minimum temperature (°C)_bins,Maximum temperature (°C)_bins,Rainfall (mm)_bins,Speed of maximum wind gust (km/h)_bins,9am Temperature (°C)_bins,9am relative humidity (%)_bins,9am wind speed (km/h)_bins,9am MSL pressure (hPa)_bins,3pm Temperature (°C)_bins,3pm relative humidity (%)_bins,3pm wind speed (km/h)_bins,3pm MSL pressure (hPa)_bins,Minimum temperature (°C)_MA_24_bins,Maximum temperature (°C)_MA_24_bins,Rainfall (mm)_MA_24_bins,Speed of maximum wind gust (km/h)_MA_24_bins,9am Temperature (°C)_MA_24_bins,9am relative humidity (%)_MA_24_bins,9am wind speed (km/h)_MA_24_bins,9am MSL pressure (hPa)_MA_24_bins,3pm Temperature (°C)_MA_24_bins,3pm relative humidity (%)_MA_24_bins,3pm wind speed (km/h)_MA_24_bins,3pm MSL pressure (hPa)_MA_24_bins,Demand_bins
2022-12-04,17.3,34.5,0.0,44.0,27.2,43,9,1011.7,32.5,28.0,19.0,1007.8,218658.87,11.783333333333331,20.495833333333334,2.691666666666667,36.958333333333336,15.629166666666668,67.41666666666667,10.416666666666666,1011.9999999999999,19.04583333333333,57.041666666666664,13.125,1010.6791666666667,6,7,0,6,11,1,6,5,9,0,11,3,0,0,5,7,0,3,4,1,0,6,2,1,6
2022-12-05,16.2,18.1,0.0,52.0,16.6,77,13,1009.6,16.3,70.0,17.0,1011.7,213809.04,11.679166666666665,20.408333333333335,2.566666666666667,37.875,15.54166666666667,67.29166666666667,10.5,1011.9416666666665,18.966666666666665,56.583333333333336,13.208333333333334,1010.7333333333332,5,1,0,7,4,8,8,4,2,5,10,5,0,0,5,8,0,3,4,1,0,5,2,1,5
2022-12-06,13.4,20.0,1.2,31.0,15.5,71,17,1012.1,19.2,56.0,13.0,1008.9,208764.65,11.64583333333333,20.4375,2.616666666666667,38.083333333333336,15.533333333333337,67.375,10.916666666666666,1011.8499999999998,19.03333333333333,56.166666666666664,13.208333333333334,1010.65,4,2,2,3,3,7,11,5,3,3,7,4,0,0,5,8,0,3,5,0,0,5,2,1,5
2022-12-07,13.1,19.3,0.2,41.0,16.4,68,7,1004.5,18.4,62.0,15.0,1004.4,204764.11,11.549999999999999,20.208333333333332,2.3500000000000005,37.958333333333336,15.420833333333334,66.54166666666667,10.833333333333334,1011.9624999999997,18.787499999999998,56.291666666666664,13.041666666666666,1010.8916666666668,3,2,0,5,4,6,4,2,3,4,8,2,0,0,4,8,0,3,5,1,0,5,2,1,4
2022-12-08,9.4,16.0,0.6,48.0,10.8,72,13,1013.8,15.5,48.0,20.0,1015.2,209028.17,11.399999999999999,20.150000000000002,1.8083333333333338,38.25,15.233333333333334,66.29166666666667,10.833333333333334,1012.6583333333332,18.80833333333333,54.666666666666664,13.333333333333334,1011.3750000000001,1,1,1,6,0,7,8,6,2,2,12,6,0,0,3,8,0,2,5,1,0,4,2,2,5
2022-12-09,9.9,17.6,2.4,41.0,14.6,44,15,1018.1,16.4,51.0,17.0,1017.3,203832.63,11.479166666666664,20.337500000000002,1.316666666666667,38.166666666666664,15.420833333333334,65.125,11.166666666666666,1012.8666666666664,19.04166666666666,53.791666666666664,13.333333333333334,1011.5500000000002,1,1,5,5,3,1,10,7,2,3,10,7,0,0,2,8,0,1,5,2,0,4,2,2,4
2022-12-10,8.1,25.9,0.0,31.0,14.2,63,7,1017.1,24.8,32.0,11.0,1012.0,183406.37,11.516666666666666,20.8,1.2916666666666672,37.666666666666664,15.554166666666667,65.08333333333333,11.0,1012.9499999999998,19.49583333333333,53.0,13.166666666666666,1011.3875000000002,0,4,0,3,2,5,4,7,5,0,6,5,0,0,2,8,0,1,5,2,0,4,2,2,2
2022-12-11,14.0,28.6,0.0,54.0,20.7,53,13,1005.4,25.7,35.0,20.0,1002.0,195501.27,11.699999999999998,21.312499999999996,1.1583333333333339,38.541666666666664,15.870833333333332,64.33333333333333,11.0,1012.3708333333333,19.92083333333333,51.833333333333336,13.458333333333334,1010.6916666666667,4,5,0,8,7,3,8,3,6,1,12,1,0,0,2,9,0,0,5,1,0,3,3,1,3
2022-12-13,11.6,17.9,3.2,44.0,14.2,56,15,1008.7,12.2,86.0,13.0,1008.0,216838.32,11.841666666666667,20.829166666666662,2.016666666666667,38.583333333333336,15.6625,65.08333333333333,11.333333333333334,1011.9541666666668,19.41666666666666,53.208333333333336,13.666666666666666,1010.7583333333333,2,1,7,6,2,3,10,4,0,7,7,3,0,0,3,9,0,1,5,1,0,4,3,1,6
2022-12-14,9.0,15.8,6.2,50.0,13.7,64,19,1013.2,12.4,77.0,19.0,1015.5,213879.78,11.725,20.629166666666663,1.608333333333334,38.583333333333336,15.637499999999998,65.125,11.5,1012.5791666666668,19.124999999999996,54.916666666666664,13.833333333333334,1011.5250000000001,1,0,14,7,2,5,12,6,0,6,11,6,0,0,2,9,0,1,5,1,0,5,3,2,5
2022-12-15,11.1,16.6,3.4,39.0,14.8,58,11,1017.0,15.7,57.0,15.0,1016.5,210304.05,11.795833333333334,20.74583333333333,1.7000000000000004,37.833333333333336,15.7875,65.41666666666667,10.958333333333334,1013.2125000000001,19.287499999999994,54.625,13.75,1012.0000000000001,2,1,7,5,3,4,7,7,2,4,8,7,0,0,3,8,0,2,5,2,0,4,3,2,5
2022-12-16,10.8,20.3,0.0,35.0,15.7,58,11,1019.4,19.2,47.0,13.0,1019.0,198101.44,11.883333333333335,20.833333333333332,1.6166666666666671,37.75,15.9125,65.0,10.875,1013.4833333333335,19.337499999999995,54.166666666666664,13.916666666666666,1012.2791666666668,2,2,0,4,3,4,7,8,3,2,7,8,0,0,3,8,0,1,5,2,0,4,3,3,4
2022-12-17,10.9,22.3,0.2,41.0,16.5,61,15,1023.0,21.4,44.0,19.0,1021.4,172182.19,11.854166666666666,21.025,1.6000000000000005,38.208333333333336,15.987499999999999,64.83333333333333,11.041666666666666,1013.7916666666669,19.558333333333326,52.791666666666664,14.458333333333334,1012.4666666666668,2,3,0,5,4,4,10,9,4,2,11,8,0,0,2,8,0,1,5,3,0,3,4,3,1
