Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Speed of maximum wind gust (km/h),9am Temperature (°C),9am relative humidity (%),9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm wind speed (km/h),3pm MSL pressure (hPa),Demand (MW),Minimum temperature (°C)_MA_24,Maximum temperature (°C)_MA_24,Rainfall (mm)_MA_24,Speed of maximum wind gust (km/h)_MA_24,9am Temperature (°C)_MA_24,9am relative humidity (%)_MA_24,9am wind speed (km/h)_MA_24,9am MSL pressure (hPa)_MA_24,3pm Temperature (°C)_MA_24,3pm relative humidity (%)_MA_24,3pm wind speed (km/h)_MA_24,3pm MSL pressure (hPa)_MA_24,Minimum temperature (°C)_bins,Maximum temperature (°C)_bins,Rainfall (mm)_bins,Speed of maximum wind gust (km/h)_bins,9am Temperature (°C)_bins,9am relative humidity (%)_bins,9am wind speed (km/h)_bins,9am MSL pressure (hPa)_bins,3pm Temperature (°C)_bins,3pm relative humidity (%)_bins,3pm wind speed (km/h)_bins,3pm MSL pressure (hPa)_bins,Minimum temperature (°C)_MA_24_bins,Maximum temperature (°C)_MA_24_bins,Rainfall (mm)_MA_24_bins,Speed of maximum wind gust (km/h)_MA_24_bins,9am Temperature (°C)_MA_24_bins,9am relative humidity (%)_MA_24_bins,9am wind speed (km/h)_MA_24_bins,9am MSL pressure (hPa)_MA_24_bins,3pm Temperature (°C)_MA_24_bins,3pm relative humidity (%)_MA_24_bins,3pm wind speed (km/h)_MA_24_bins,3pm MSL pressure (hPa)_MA_24_bins,Demand_bins
2023-01-09,18.4,26.2,0.0,37.0,24.3,46,6,1011.9,21.2,75.0,17.0,1013.3,227748.97,15.26666666666666,26.825000000000014,0.6416666666666672,34.083333333333336,19.758333333333333,64.58333333333333,9.416666666666666,1015.0333333333338,24.270833333333314,51.625,13.75,1013.2541666666665,7,4,0,4,9,1,4,5,4,6,10,5,2,3,0,4,4,1,3,4,3,3,3,4,7
2023-01-10,16.9,21.6,0.0,35.0,17.4,66,9,1016.4,20.7,63.0,15.0,1013.8,210871.26,15.51666666666666,26.79583333333335,0.6333333333333339,33.833333333333336,19.79583333333333,64.79166666666667,9.166666666666666,1014.7583333333338,24.24166666666665,52.416666666666664,13.583333333333334,1012.9374999999997,6,3,0,4,5,5,6,7,4,4,8,6,2,3,0,4,4,1,2,4,3,3,3,4,5
2023-01-11,15.9,29.9,0.0,28.0,20.4,71,6,1011.4,27.9,49.0,13.0,1008.6,247335.97,15.691666666666661,27.054166666666678,0.6333333333333339,33.458333333333336,19.958333333333332,65.5,8.791666666666666,1014.1958333333338,24.46249999999998,52.75,13.416666666666666,1012.395833333333,5,6,0,2,7,7,4,5,7,3,7,4,3,3,0,4,4,2,2,3,3,3,2,3,9
2023-01-12,18.7,24.0,0.0,28.0,18.7,87,7,1014.0,22.9,73.0,13.0,1013.9,240161.45,16.062499999999993,26.970833333333346,0.6333333333333339,33.25,20.04583333333333,66.33333333333333,8.916666666666666,1013.7166666666672,24.483333333333317,54.166666666666664,13.25,1012.0458333333331,7,4,0,2,6,10,4,6,5,6,7,6,3,3,0,3,4,2,2,2,3,4,2,2,8
2023-01-13,18.0,24.2,0.0,31.0,20.4,76,6,1017.1,23.3,70.0,15.0,1015.5,240859.26,16.387499999999992,26.841666666666683,0.6333333333333339,33.25,20.212499999999995,66.83333333333333,8.875,1013.5125000000004,24.358333333333317,55.75,13.25,1011.9583333333331,6,4,0,3,7,8,4,7,5,5,8,6,3,3,0,3,4,3,2,2,3,5,2,2,8
2023-01-14,20.2,37.6,0.0,43.0,23.3,75,6,1012.8,35.4,26.0,15.0,1007.4,260914.15,16.69166666666666,27.18333333333335,0.6333333333333339,33.791666666666664,20.424999999999997,67.29166666666667,8.833333333333334,1013.4083333333338,24.658333333333314,55.708333333333336,13.416666666666666,1011.7833333333333,8,8,0,5,9,7,4,5,10,0,8,3,3,3,0,4,4,3,2,2,3,5,2,2,10
2023-01-15,18.0,20.6,0.0,35.0,18.4,72,13,1018.1,20.3,58.0,15.0,1019.7,192223.53,16.74166666666666,26.991666666666685,0.41666666666666713,34.166666666666664,20.466666666666665,66.5,9.125,1013.6791666666671,24.60833333333331,54.708333333333336,13.875,1012.25,6,2,0,4,5,7,8,7,4,4,8,8,3,3,0,4,4,3,2,2,3,4,3,3,3
2023-01-16,15.1,27.0,0.0,24.0,16.4,72,9,1019.5,25.2,50.0,15.0,1017.1,234738.93,16.71666666666666,27.154166666666683,0.3500000000000005,34.0,20.391666666666662,65.45833333333333,9.333333333333334,1014.0041666666671,24.816666666666645,53.625,13.958333333333334,1012.5583333333333,5,5,0,2,4,7,6,8,6,3,8,7,3,3,0,4,4,2,3,3,3,4,3,3,8
2023-01-17,16.3,37.2,0.0,48.0,26.3,54,20,1015.3,35.6,31.0,20.0,1009.8,291349.26,16.699999999999996,27.72500000000002,0.3500000000000005,34.708333333333336,20.7,64.95833333333333,9.791666666666666,1014.154166666667,25.399999999999977,52.708333333333336,14.25,1012.5166666666665,5,8,0,6,11,3,13,6,10,0,12,4,3,3,0,5,4,1,3,3,3,3,4,3,13
2023-01-18,19.8,19.9,6.0,41.0,19.9,94,9,1010.9,16.7,85.0,15.0,1012.6,240002.28,16.987499999999997,27.22500000000002,0.6000000000000004,35.416666666666664,20.716666666666665,66.125,9.875,1014.0625000000005,24.833333333333314,54.958333333333336,14.416666666666666,1012.5291666666666,8,2,13,5,6,11,6,5,2,7,8,5,3,3,0,6,4,2,3,3,3,5,4,3,8
2023-01-19,14.7,19.3,4.6,41.0,16.3,56,15,1016.8,17.5,53.0,17.0,1016.7,200637.69,16.891666666666662,26.88333333333335,0.7916666666666671,35.958333333333336,20.454166666666662,66.04166666666667,10.041666666666666,1014.0708333333338,24.579166666666648,54.375,14.583333333333334,1012.5333333333333,4,2,10,5,4,3,10,7,2,3,10,7,3,3,1,6,4,2,3,3,3,4,4,3,4
2023-01-20,15.5,21.0,0.0,35.0,17.5,50,9,1017.8,20.3,49.0,13.0,1016.0,197555.26,16.799999999999997,26.204166666666683,0.7916666666666671,36.041666666666664,20.137499999999992,65.54166666666667,10.125,1014.0583333333338,23.904166666666644,55.333333333333336,14.5,1012.6541666666667,5,2,0,4,5,2,6,7,4,3,7,6,3,3,1,6,4,2,4,3,3,5,4,3,4
2023-01-21,13.8,23.0,0.0,43.0,17.2,76,2,1016.3,22.1,66.0,15.0,1014.2,186481.47,16.333333333333332,26.012500000000017,0.7916666666666671,35.916666666666664,19.70416666666666,66.95833333333333,9.833333333333334,1014.3958333333338,24.074999999999978,55.125,14.583333333333334,1012.6875,4,3,0,5,4,8,1,7,4,5,8,6,3,3,1,6,4,3,3,3,3,5,4,3,2
2023-01-22,17.2,23.4,0.0,35.0,20.0,72,9,1017.1,22.6,70.0,20.0,1015.1,188528.09,16.466666666666665,26.18333333333335,0.7583333333333337,36.0,19.87916666666666,67.54166666666667,9.5,1014.3166666666671,24.249999999999982,55.75,14.875,1012.5875,6,3,0,4,6,7,6,7,5,5,12,6,3,3,1,6,4,4,3,3,3,5,5,3,3
2023-01-23,18.2,28.0,0.0,24.0,20.1,69,7,1016.1,26.3,46.0,11.0,1012.7,231855.18,16.699999999999996,26.25833333333335,0.7583333333333337,35.75,19.958333333333325,67.5,9.625,1014.3250000000003,24.304166666666646,55.5,14.875,1012.5958333333333,7,5,0,2,7,6,4,7,6,2,6,5,3,3,1,6,4,4,3,3,3,5,5,3,7
2023-01-24,17.6,28.6,0.0,41.0,20.4,66,7,1011.8,28.4,36.0,9.0,1009.2,240638.0,16.687499999999996,26.187500000000018,0.7583333333333337,36.208333333333336,19.949999999999992,67.0,9.75,1014.2208333333336,24.345833333333314,54.75,14.791666666666666,1012.5458333333332,6,5,0,5,7,5,4,5,7,1,4,4,3,3,1,6,4,3,3,3,3,4,5,3,8
2023-01-25,17.2,30.0,1.8,35.0,20.3,77,7,1012.1,27.6,50.0,7.0,1009.2,238172.9,16.6375,25.941666666666688,0.8333333333333338,36.375,19.770833333333325,67.5,9.75,1014.2750000000002,24.02499999999998,55.416666666666664,14.625,1012.6208333333333,6,6,4,4,7,8,4,5,7,3,3,4,3,3,1,7,4,4,3,3,3,5,4,3,8
2023-01-26,15.9,21.6,0.0,35.0,18.4,69,9,1015.7,21.2,56.0,15.0,1016.2,196419.8,16.379166666666663,25.508333333333354,0.5666666666666671,35.666666666666664,19.34583333333332,68.41666666666667,9.208333333333334,1014.6833333333335,24.02916666666665,54.416666666666664,14.708333333333334,1013.0208333333334,5,3,0,4,5,6,6,6,4,3,8,6,3,2,0,6,3,4,2,4,3,4,5,4,3
2023-01-27,13.5,26.8,0.0,24.0,17.1,59,9,1016.3,24.2,45.0,11.0,1012.9,212778.11,16.30833333333333,25.74583333333335,0.5583333333333338,35.125,19.333333333333325,68.04166666666667,9.125,1014.9375000000001,24.18333333333332,53.875,14.458333333333334,1013.1875,4,5,0,2,4,4,6,7,5,2,6,5,3,3,0,5,3,4,2,4,3,4,4,4,5
2023-01-29,19.5,23.8,0.2,24.0,20.7,84,0,1012.7,22.1,77.0,11.0,1012.5,219439.37,16.54166666666666,26.48333333333335,0.5250000000000005,34.125,19.841666666666658,67.54166666666667,8.5,1014.725,24.97083333333332,51.958333333333336,13.833333333333334,1012.9250000000001,7,3,0,2,7,9,0,5,4,6,6,5,3,3,0,4,4,4,1,4,3,3,3,4,6
2023-01-30,17.9,21.7,0.0,33.0,18.3,71,9,1014.7,20.4,63.0,13.0,1012.2,222631.25,16.733333333333327,26.32083333333335,0.5250000000000005,33.958333333333336,19.83749999999999,67.79166666666667,8.25,1014.6,24.76249999999999,52.958333333333336,13.666666666666666,1012.8083333333334,6,3,0,3,5,7,6,6,4,4,7,5,3,3,0,4,4,4,1,3,3,4,3,3,6
2023-01-31,15.6,22.2,0.0,30.0,18.7,67,7,1009.8,21.1,51.0,13.0,1007.5,213925.18,16.83333333333333,25.987500000000015,0.5250000000000005,34.041666666666664,19.845833333333324,67.83333333333333,8.166666666666666,1014.3791666666667,24.44166666666666,53.666666666666664,13.75,1012.6458333333334,5,3,0,3,6,6,4,4,4,3,7,3,3,3,0,4,4,4,1,3,3,4,3,3,5
2023-02-01,14.9,21.0,0.0,39.0,18.1,61,7,1006.7,18.2,65.0,13.0,1006.6,215819.45,16.83333333333333,25.53333333333335,0.5250000000000005,34.666666666666664,19.75416666666666,67.58333333333333,8.291666666666666,1014.1291666666667,23.949999999999992,55.208333333333336,13.833333333333334,1012.4749999999999,5,2,0,5,5,4,4,3,3,5,7,3,3,2,0,5,4,4,1,3,3,5,3,3,5
2023-02-04,11.7,20.7,6.6,31.0,14.8,86,11,1004.0,19.6,58.0,11.0,1008.3,190074.92,16.254166666666663,24.82916666666668,1.2750000000000004,35.833333333333336,18.99166666666666,68.04166666666667,9.166666666666666,1012.2791666666666,23.437499999999996,53.291666666666664,14.041666666666666,1010.6666666666666,3,2,15,3,3,10,7,2,3,4,6,4,3,2,2,6,3,4,2,1,2,4,3,1,3
2023-02-05,13.8,19.8,1.2,26.0,16.5,69,6,1017.4,19.0,59.0,7.0,1017.7,190971.08,16.049999999999997,24.65416666666668,1.3250000000000004,35.75,18.899999999999995,67.29166666666667,9.125,1012.4208333333332,23.274999999999995,52.708333333333336,13.791666666666666,1010.8249999999999,4,2,2,2,4,6,4,7,3,4,3,7,3,2,2,6,3,3,2,1,2,3,3,1,3
2023-02-06,16.0,20.9,0.0,28.0,16.8,75,9,1020.5,19.4,60.0,13.0,1020.2,209541.89,15.966666666666663,24.516666666666676,1.3250000000000004,35.625,18.749999999999996,67.25,9.25,1012.5625,23.112499999999997,52.291666666666664,13.708333333333334,1011.0208333333334,5,2,0,2,4,7,6,8,3,4,7,8,3,2,2,6,3,3,2,1,2,3,3,1,5
2023-02-07,16.6,20.4,0.0,37.0,17.5,64,11,1020.0,19.8,60.0,15.0,1018.2,205632.0,15.816666666666665,23.800000000000008,1.3250000000000004,35.375,18.50833333333333,66.79166666666667,9.458333333333334,1012.8625000000001,22.462499999999995,53.708333333333336,13.708333333333334,1011.4708333333333,6,2,0,4,5,5,7,8,3,4,8,7,3,2,2,6,3,3,3,2,2,4,3,2,4
2023-02-08,15.0,22.2,0.0,33.0,17.6,64,7,1017.3,20.2,64.0,15.0,1014.8,204410.94,15.691666666666665,23.866666666666674,1.3250000000000004,35.291666666666664,18.474999999999998,66.45833333333333,9.208333333333334,1012.8291666666668,22.458333333333332,53.958333333333336,13.708333333333334,1011.2666666666665,5,3,0,3,5,5,4,7,4,4,8,6,3,2,2,5,3,3,2,1,2,4,3,2,4
2023-02-09,13.2,26.4,0.2,26.0,17.5,79,7,1010.9,25.1,56.0,13.0,1007.4,227553.6,15.612499999999997,23.841666666666672,1.3333333333333337,35.375,18.520833333333332,66.75,9.125,1012.4708333333334,22.454166666666666,54.208333333333336,13.625,1010.8625000000001,3,4,0,2,5,8,4,5,6,3,7,3,3,2,2,6,3,3,2,1,2,4,3,1,7
2023-02-10,16.2,26.7,0.0,28.0,19.0,85,0,1007.3,24.3,61.0,15.0,1004.2,234452.55,15.608333333333329,23.404166666666672,1.3333333333333337,34.541666666666664,18.216666666666665,68.04166666666667,8.291666666666666,1012.1375000000002,21.98333333333333,55.458333333333336,13.416666666666666,1010.6291666666667,5,4,0,2,6,9,0,3,5,4,8,2,3,1,2,5,2,4,1,1,2,5,2,1,7
2023-02-11,15.8,25.7,0.0,41.0,20.2,79,0,1000.5,22.3,65.0,22.0,1001.9,199908.82,15.441666666666663,23.645833333333343,1.0833333333333337,34.541666666666664,18.229166666666664,67.41666666666667,7.916666666666667,1011.7041666666668,22.216666666666658,54.625,13.708333333333334,1010.1833333333335,5,4,0,5,7,8,0,1,4,5,13,1,2,1,1,5,2,3,1,0,2,4,3,0,4
2023-02-12,17.3,20.7,0.0,46.0,18.6,65,9,1010.0,19.9,47.0,17.0,1012.3,178602.78,15.549999999999997,23.70416666666668,0.8916666666666669,34.75,18.325,67.79166666666667,7.666666666666667,1011.4208333333335,22.31666666666666,54.375,13.708333333333334,1010.0000000000001,6,2,0,6,5,5,6,4,3,2,10,5,2,1,1,5,2,4,0,0,2,4,3,0,2
2023-02-13,15.8,20.9,0.0,37.0,17.1,55,13,1015.1,19.9,55.0,15.0,1014.3,205543.35,15.562499999999998,23.700000000000014,0.8916666666666669,34.833333333333336,18.308333333333334,68.0,7.833333333333333,1011.3083333333334,22.299999999999994,54.625,13.791666666666666,1009.9291666666668,5,2,0,4,4,3,8,6,3,3,8,6,2,1,1,5,2,4,0,0,2,4,3,0,4
2023-02-14,12.0,22.2,0.0,37.0,17.1,67,9,1015.7,21.2,52.0,17.0,1013.8,202598.26,15.487499999999997,23.666666666666682,0.8916666666666669,34.583333333333336,18.304166666666667,67.625,8.125,1011.2833333333334,22.262499999999992,54.041666666666664,13.875,1009.9125,3,3,0,4,4,6,6,6,4,3,10,6,2,1,1,5,2,4,1,0,2,4,3,0,4
2023-02-15,12.6,32.4,0.0,31.0,17.2,71,7,1013.9,31.4,31.0,11.0,1011.1,238033.32,15.295833333333333,24.041666666666682,0.8916666666666669,34.416666666666664,18.1875,67.58333333333333,8.041666666666666,1011.1500000000002,22.62916666666666,52.416666666666664,13.5,1009.7458333333334,3,7,0,3,4,7,4,6,8,0,6,5,2,2,1,5,2,4,1,0,2,3,3,0,8
2023-02-16,17.1,37.2,0.0,33.0,23.1,55,9,1013.3,35.4,24.0,7.0,1010.3,281608.67,15.25,24.425000000000015,0.8916666666666669,34.791666666666664,18.3125,67.0,8.125,1011.0333333333336,23.008333333333326,51.5,13.333333333333334,1009.6458333333334,6,8,0,3,9,3,6,6,10,0,3,4,2,2,1,5,2,3,1,0,2,3,2,0,12
2023-02-18,17.4,24.9,0.0,31.0,18.1,68,9,1014.3,22.7,50.0,9.0,1015.2,203244.45,15.475,24.708333333333346,0.8166666666666669,34.833333333333336,18.616666666666667,65.25,8.708333333333334,1011.0500000000003,23.27083333333333,50.666666666666664,13.958333333333334,1009.7583333333333,6,4,0,3,5,6,6,6,5,3,4,6,2,2,1,5,3,1,2,0,2,2,3,0,4
2023-02-19,14.9,27.9,0.0,30.0,19.3,71,4,1019.0,25.5,35.0,9.0,1017.5,200787.08,15.433333333333332,24.970833333333346,0.8166666666666669,34.625,18.65416666666667,65.33333333333333,8.5,1011.1875000000003,23.449999999999992,49.791666666666664,13.708333333333334,1009.8125,5,5,0,3,6,7,2,8,6,1,4,7,2,2,1,5,3,1,1,0,2,2,3,0,4
2023-02-20,14.9,24.0,0.0,30.0,18.6,83,0,1020.3,23.4,60.0,11.0,1020.7,229959.29,15.491666666666665,24.854166666666682,0.8166666666666669,34.875,18.71666666666667,66.33333333333333,8.125,1011.354166666667,23.416666666666657,50.416666666666664,13.708333333333334,1010.1374999999999,5,4,0,3,5,9,0,8,5,4,6,8,2,2,1,5,3,2,1,0,2,2,3,0,7
2023-02-21,17.7,22.2,0.0,39.0,18.3,70,13,1027.5,21.5,40.0,13.0,1027.8,211887.94,15.595833333333331,24.354166666666682,0.8166666666666669,34.708333333333336,18.416666666666668,67.91666666666667,8.208333333333334,1012.1750000000003,22.91249999999999,51.333333333333336,13.791666666666666,1011.0166666666665,6,3,0,5,5,6,8,11,4,1,7,11,3,2,1,5,3,4,1,1,2,3,3,1,5
2023-02-22,14.6,30.6,0.0,33.0,17.6,67,0,1024.8,27.3,44.0,13.0,1021.2,228338.72,15.391666666666666,24.637500000000017,0.8083333333333336,35.083333333333336,18.287500000000005,67.20833333333333,8.208333333333334,1012.6791666666669,23.129166666666652,49.958333333333336,13.875,1011.3791666666666,4,6,0,3,5,6,0,10,7,2,7,8,2,2,1,5,2,3,1,1,2,2,3,2,7
2023-02-23,17.5,32.4,0.0,44.0,21.6,45,22,1021.1,30.4,32.0,13.0,1018.7,249664.44,15.375,25.083333333333346,0.8083333333333336,35.541666666666664,18.425000000000004,66.125,8.75,1012.9458333333336,23.54583333333332,48.666666666666664,13.875,1011.65,6,7,0,6,8,1,14,9,8,0,7,7,2,2,1,6,3,2,2,2,2,1,3,2,9
2023-02-24,19.6,32.3,0.0,46.0,23.1,48,19,1017.6,30.6,30.0,22.0,1014.1,257545.08,15.541666666666666,25.504166666666677,0.8083333333333336,36.208333333333336,18.608333333333338,65.33333333333333,9.25,1013.2708333333335,23.941666666666652,47.791666666666664,14.25,1011.9249999999998,7,7,0,6,9,2,12,7,8,0,13,6,2,2,1,6,3,1,2,2,3,1,4,2,10
2023-02-25,22.2,26.7,0.0,28.0,25.0,37,17,1012.4,24.4,43.0,9.0,1012.1,231482.2,15.845833333333333,25.741666666666678,0.8083333333333336,35.75,18.89583333333334,64.33333333333333,9.666666666666666,1013.5083333333336,24.199999999999985,46.875,14.083333333333334,1012.1541666666666,9,4,0,2,10,0,11,5,5,2,4,5,3,3,1,6,3,0,3,2,3,0,4,3,7
2023-02-26,15.7,23.4,1.4,30.0,17.1,68,0,1012.5,22.2,54.0,9.0,1011.4,192439.81,15.908333333333333,25.82916666666668,0.8583333333333335,34.666666666666664,18.95833333333334,65.20833333333333,9.208333333333334,1014.1083333333336,24.283333333333317,47.5,13.291666666666666,1013.0333333333333,5,3,3,3,4,6,0,5,4,3,4,5,3,3,1,5,3,1,2,3,3,1,2,4,3
2023-02-27,16.3,20.2,2.6,33.0,17.9,77,13,1015.4,18.9,72.0,11.0,1015.9,226904.68,16.1125,25.887500000000017,0.5000000000000003,34.333333333333336,19.14583333333334,65.875,8.916666666666666,1015.0333333333336,24.333333333333314,48.666666666666664,13.291666666666666,1013.9583333333334,5,2,5,3,5,8,8,6,3,5,6,6,3,3,0,5,3,2,2,4,3,1,2,5,7
2023-02-28,16.5,17.6,0.2,28.0,17.1,72,6,1013.1,16.0,97.0,9.0,1011.4,235927.45,16.312500000000004,25.75833333333335,0.23333333333333361,34.208333333333336,19.24166666666667,65.29166666666667,8.708333333333334,1015.4125000000003,24.183333333333312,50.291666666666664,13.208333333333334,1014.0875000000001,6,1,0,2,4,7,4,6,2,8,4,5,3,3,0,4,3,1,2,4,3,2,2,5,8
2023-03-01,14.3,21.1,3.2,28.0,14.9,94,7,1013.3,20.7,61.0,9.0,1013.2,215412.6,16.333333333333336,25.812500000000018,0.316666666666667,34.291666666666664,19.175000000000004,66.33333333333333,8.75,1015.2416666666668,24.25416666666665,50.375,13.291666666666666,1013.9000000000001,4,2,7,2,3,11,4,6,4,4,4,5,3,3,0,4,3,2,2,4,3,2,2,5,5
2023-03-02,14.5,21.7,0.8,26.0,16.1,73,9,1014.8,21.2,59.0,9.0,1014.3,226105.04,16.270833333333336,25.845833333333356,0.3500000000000003,34.208333333333336,19.14583333333334,66.25,8.75,1015.0041666666667,24.32916666666665,50.333333333333336,13.125,1013.6541666666667,4,3,1,2,4,7,6,6,4,4,4,6,3,3,0,4,3,2,2,4,3,2,2,4,7
2023-03-03,15.5,19.8,0.2,35.0,16.6,65,13,1018.9,18.6,54.0,24.0,1017.3,203850.54,16.225,25.820833333333354,0.3583333333333336,34.125,19.108333333333338,66.29166666666667,8.833333333333334,1014.9583333333335,24.279166666666654,50.083333333333336,13.5,1013.6166666666667,5,2,0,4,4,5,8,8,3,3,14,7,3,3,0,4,3,2,2,4,3,2,3,4,4
2023-03-04,14.1,31.4,0.0,31.0,16.8,76,7,1013.3,30.2,36.0,15.0,1008.0,211363.97,16.187500000000004,26.204166666666683,0.3583333333333336,34.041666666666664,19.075000000000006,66.79166666666667,8.833333333333334,1014.7916666666669,24.695833333333322,48.916666666666664,13.5,1013.3333333333334,4,6,0,3,4,8,4,6,8,1,8,3,3,3,0,4,3,3,2,4,3,1,3,4,5
2023-03-05,16.5,32.9,0.0,44.0,23.2,57,13,1003.9,29.2,31.0,6.0,1000.8,209996.47,16.325000000000003,26.47500000000002,0.3500000000000003,34.791666666666664,19.312500000000004,65.875,9.083333333333334,1014.5000000000001,24.866666666666656,47.875,13.208333333333334,1013.0583333333333,6,7,0,6,9,4,8,2,7,0,2,1,3,3,0,5,3,2,2,3,3,1,2,4,5
2023-03-06,15.5,25.3,5.6,50.0,17.4,63,13,1004.9,24.0,37.0,11.0,1003.0,205926.09,16.295833333333338,26.416666666666682,0.5833333333333336,35.708333333333336,19.245833333333337,64.95833333333333,9.625,1014.4000000000002,24.854166666666657,46.875,13.041666666666666,1013.0083333333332,5,4,12,7,5,5,8,2,5,1,6,2,3,3,0,6,3,1,3,3,3,0,2,4,4
2023-03-07,15.4,23.2,0.0,50.0,16.7,55,15,1006.7,21.3,39.0,15.0,1003.9,205359.44,16.27916666666667,26.312500000000014,0.5833333333333336,36.083333333333336,19.100000000000005,63.958333333333336,10.25,1014.6583333333336,24.81249999999999,45.791666666666664,12.75,1013.0916666666666,5,3,0,7,4,3,10,3,4,1,8,2,3,3,0,6,3,0,4,4,3,0,1,4,4
2023-03-08,12.3,19.4,1.0,48.0,13.4,62,11,1007.3,18.2,35.0,9.0,1006.6,208277.95,16.070833333333336,26.258333333333344,0.6250000000000003,36.166666666666664,18.883333333333336,63.833333333333336,10.333333333333334,1014.5458333333336,24.74166666666666,45.291666666666664,12.416666666666666,1012.8541666666665,3,2,2,6,2,5,7,3,3,1,4,3,3,3,0,6,3,0,4,3,3,0,1,3,5
2023-03-09,12.9,22.1,0.0,31.0,14.5,63,7,1012.0,20.2,52.0,9.0,1011.9,215709.8,15.950000000000001,26.308333333333348,0.6250000000000003,35.916666666666664,18.775000000000002,64.16666666666667,10.083333333333334,1014.416666666667,24.754166666666663,45.166666666666664,12.166666666666666,1012.7541666666666,3,3,0,3,3,5,4,5,4,3,4,5,3,3,0,6,3,0,4,3,3,0,1,3,5
2023-03-10,14.5,24.0,0.0,28.0,17.1,68,6,1017.0,22.5,51.0,11.0,1014.5,217350.22,16.054166666666667,26.383333333333344,0.6250000000000003,35.541666666666664,18.775000000000002,64.20833333333333,9.958333333333334,1014.4708333333336,24.808333333333326,45.125,11.916666666666666,1012.7833333333333,4,4,0,2,4,6,4,7,5,3,6,6,3,3,0,6,3,0,3,3,3,0,0,3,6
2023-03-11,13.3,24.7,0.0,31.0,16.4,86,0,1014.4,24.0,47.0,13.0,1011.9,193852.36,16.083333333333332,26.062500000000014,0.6250000000000003,35.541666666666664,18.741666666666667,64.83333333333333,9.666666666666666,1014.4916666666669,24.499999999999996,45.791666666666664,12.0,1012.8166666666667,4,4,0,3,4,10,0,6,5,2,7,5,3,3,0,6,3,1,3,3,3,0,0,3,3
2023-03-12,15.5,20.7,0.0,37.0,17.4,67,9,1014.8,19.6,58.0,17.0,1015.4,189468.07,16.016666666666666,25.375000000000014,0.6250000000000003,35.708333333333336,18.504166666666666,65.33333333333333,9.666666666666666,1014.5541666666669,23.841666666666665,47.208333333333336,12.416666666666666,1013.0291666666668,5,2,0,4,5,6,6,6,3,4,10,6,3,2,0,6,3,1,3,3,3,1,1,4,3
2023-03-13,11.7,22.4,0.0,30.0,16.4,68,7,1018.2,21.3,55.0,13.0,1016.6,184374.76,15.554166666666665,24.620833333333348,0.6250000000000003,35.041666666666664,17.941666666666666,66.79166666666667,9.166666666666666,1014.8958333333336,23.079166666666662,48.833333333333336,12.041666666666666,1013.475,3,3,0,3,4,6,4,7,4,3,7,7,2,2,0,5,2,3,2,4,2,1,0,4,2
2023-03-14,15.9,30.5,0.0,31.0,17.6,81,9,1016.5,30.3,34.0,13.0,1012.8,235531.32,15.491666666666665,24.854166666666682,0.6250000000000003,35.041666666666664,17.92083333333333,67.33333333333333,9.166666666666666,1014.9875000000003,23.395833333333325,48.166666666666664,12.208333333333334,1013.375,5,6,0,3,5,9,6,7,8,1,7,5,2,2,0,5,2,3,2,4,2,1,1,4,8
2023-03-15,17.6,22.9,0.0,24.0,19.0,81,6,1013.8,21.6,69.0,11.0,1010.3,236634.11,15.604166666666666,24.645833333333346,0.6250000000000003,34.791666666666664,17.90833333333333,67.75,9.25,1014.7708333333336,23.233333333333324,49.583333333333336,12.291666666666666,1013.0749999999999,6,3,0,2,6,9,4,6,4,5,6,4,3,2,0,5,2,4,2,4,2,2,1,4,8
2023-03-16,17.3,28.5,0.0,39.0,18.6,63,11,1010.0,27.6,40.0,13.0,1007.4,225507.21,15.704166666666667,24.833333333333346,0.6250000000000003,35.166666666666664,17.90833333333333,66.91666666666667,9.708333333333334,1014.341666666667,23.408333333333328,48.75,12.375,1012.5208333333334,6,5,0,5,5,5,7,4,7,1,7,3,3,2,0,5,2,3,3,3,2,1,1,3,7
2023-03-17,15.8,24.6,2.6,28.0,16.8,64,7,1016.6,22.6,41.0,9.0,1014.7,214903.19,15.625000000000002,24.933333333333348,0.7333333333333337,34.708333333333336,17.84583333333333,66.66666666666667,9.458333333333334,1013.8875000000003,23.454166666666662,48.791666666666664,12.208333333333334,1011.975,5,4,5,2,4,5,4,7,5,2,4,6,3,2,1,5,2,3,3,3,2,1,1,2,5
2023-03-18,14.6,36.2,0.0,52.0,23.1,43,13,1011.4,32.0,27.0,17.0,1008.9,210235.89,15.625000000000002,25.166666666666682,0.7333333333333337,35.5,18.075,65.66666666666667,10.0,1013.329166666667,23.649999999999995,48.083333333333336,12.375,1011.4625000000001,4,8,0,7,9,1,8,5,9,0,10,4,3,2,1,6,2,2,3,2,3,1,1,2,5
2023-03-19,17.3,19.0,0.0,28.0,17.4,74,7,1019.7,18.1,70.0,11.0,1020.1,201459.86,15.616666666666669,24.60833333333335,0.7333333333333337,34.833333333333336,17.899999999999995,66.875,9.375,1013.2708333333338,23.1375,49.666666666666664,12.291666666666666,1011.5208333333334,6,2,0,2,5,7,4,8,3,5,6,8,3,2,1,5,2,3,3,2,2,2,1,2,4
